#term ID	term description	genes mapped	enrichment score	direction	false discovery rate	method	matching proteins in your input (IDs)	matching proteins in your input (labels)
GO:0031983	Vesicle lumen	135	0.43363	bottom	1.59e-05	ks	9606.ENSP00000002165,9606.ENSP00000053867,9606.ENSP00000211998,9606.ENSP00000215754,9606.ENSP00000215832,9606.ENSP00000216124,9606.ENSP00000216392,9606.ENSP00000216962,9606.ENSP00000217131,9606.ENSP00000218388,9606.ENSP00000218516,9606.ENSP00000219022,9606.ENSP00000219313,9606.ENSP00000220166,9606.ENSP00000221930,9606.ENSP00000223321,9606.ENSP00000227266,9606.ENSP00000229795,9606.ENSP00000231751,9606.ENSP00000245907,9606.ENSP00000252699,9606.ENSP00000254286,9606.ENSP00000257264,9606.ENSP00000258145,9606.ENSP00000258418,9606.ENSP00000260118,9606.ENSP00000260356,9606.ENSP00000261416,9606.ENSP00000262193,9606.ENSP00000262428,9606.ENSP00000262455,9606.ENSP00000262776,9606.ENSP00000264595,9606.ENSP00000264639,9606.ENSP00000266085,9606.ENSP00000268695,9606.ENSP00000271308,9606.ENSP00000271638,9606.ENSP00000273784,9606.ENSP00000275493,9606.ENSP00000284719,9606.ENSP00000284981,9606.ENSP00000286788,9606.ENSP00000290158,9606.ENSP00000291565,9606.ENSP00000291568,9606.ENSP00000294742,9606.ENSP00000295777,9606.ENSP00000296370,9606.ENSP00000297258,9606.ENSP00000299300,9606.ENSP00000302728,9606.ENSP00000302886,9606.ENSP00000306920,9606.ENSP00000307674,9606.ENSP00000307940,9606.ENSP00000308938,9606.ENSP00000309474,9606.ENSP00000310129,9606.ENSP00000320171,9606.ENSP00000321584,9606.ENSP00000331831,9606.ENSP00000333664,9606.ENSP00000335153,9606.ENSP00000339001,9606.ENSP00000339063,9606.ENSP00000340648,9606.ENSP00000341289,9606.ENSP00000342026,9606.ENSP00000342082,9606.ENSP00000344829,9606.ENSP00000345347,9606.ENSP00000346032,9606.ENSP00000346437,9606.ENSP00000347872,9606.ENSP00000348965,9606.ENSP00000349687,9606.ENSP00000351777,9606.ENSP00000352257,9606.ENSP00000353025,9606.ENSP00000354532,9606.ENSP00000355011,9606.ENSP00000356056,9606.ENSP00000356574,9606.ENSP00000356771,9606.ENSP00000358045,9606.ENSP00000359540,9606.ENSP00000359991,9606.ENSP00000360609,9606.ENSP00000360635,9606.ENSP00000361562,9606.ENSP00000361883,9606.ENSP00000362108,9606.ENSP00000363603,9606.ENSP00000364782,9606.ENSP00000367220,9606.ENSP00000368646,9606.ENSP00000368920,9606.ENSP00000369081,9606.ENSP00000369538,9606.ENSP00000370115,9606.ENSP00000371193,9606.ENSP00000371393,9606.ENSP00000375978,9606.ENSP00000376886,9606.ENSP00000377508,9606.ENSP00000377696,9606.ENSP00000377941,9606.ENSP00000378731,9606.ENSP00000381607,9606.ENSP00000386284,9606.ENSP00000390265,9606.ENSP00000395473,9606.ENSP00000396937,9606.ENSP00000401508,9606.ENSP00000405573,9606.ENSP00000411613,9606.ENSP00000418695,9606.ENSP00000419425,9606.ENSP00000426455,9606.ENSP00000429150,9606.ENSP00000435289,9606.ENSP00000437125,9606.ENSP00000438399,9606.ENSP00000442318,9606.ENSP00000451206,9606.ENSP00000466259,9606.ENSP00000473631,9606.ENSP00000475750,9606.ENSP00000481029,9606.ENSP00000481038,9606.ENSP00000487444,9606.ENSP00000488437,9606.ENSP00000494040,9606.ENSP00000496166	FUCA2,GRN,VCL,MIF,MAPK1,ARSA,PYGL,PYGB,CTSZ,TIMP1,GLA,OLFM4,PSMD7,CTSH,TGFB1,PSMA2,CTSC,MAPK14,LTF,C3,ACTN4,ACTR10,TCN1,GNS,CAB39,GGH,THBS1,HEXB,PSMB1,COTL1,ERP44,LGALS3BP,AGA,PSMD3,TIMP3,GALNS,PSMA5,S100A11,AHSG,EGFR,OLA1,APP,CCT8,KPNB1,PDXK,CSTB,ARPC5,SERPINI1,S100P,FABP5,CCT2,GUSB,PA2G4,GLB1,CANT1,EEF2,PLG,PSMD1,PSMD2,PKM,IMPDH2,GAS6,ACAA1,HSP90AA1,TUBB,EEF1A1,HUWE1,TUBB4B,PRDX6,SLPI,QPCT,HMGB1,ANXA2,ATG7,VAT1,DYNC1H1,GM2A,VCP,XRCC6,FAM3C,PNP,ILF2,DYNLT1,QSOX1,F5,ECM1,CREG1,PGAM1,HSP90AB1,DPP7,CTSA,CAP1,LCN2,FUCA1,NEU1,ACTR2,PRDX4,NHLRC3,TXNDC5,GDI2,SERPINB1,CPPED1,PGM2,XRCC5,NME2,JUP,NIT2,ACTN1,ALDOC,GSTP1,ALAD,IDH1,MAN2B1,PSMD13,NAPRT,GPI,AOC1,PSMD6,PPIA,RNASET2,FAM49B,PAFAH1B2,HSPA8,IST1,CAND1,NPC2,ACLY,DNAJC3,HEBP2,PSMC3,CYFIP1,SPTAN1,PRSS2,DDX3X,ALDOA
GO:0034774	Secretory granule lumen	134	0.432126	bottom	1.59e-05	ks	9606.ENSP00000002165,9606.ENSP00000053867,9606.ENSP00000211998,9606.ENSP00000215754,9606.ENSP00000215832,9606.ENSP00000216124,9606.ENSP00000216392,9606.ENSP00000216962,9606.ENSP00000217131,9606.ENSP00000218388,9606.ENSP00000218516,9606.ENSP00000219022,9606.ENSP00000219313,9606.ENSP00000220166,9606.ENSP00000221930,9606.ENSP00000223321,9606.ENSP00000227266,9606.ENSP00000229795,9606.ENSP00000231751,9606.ENSP00000245907,9606.ENSP00000252699,9606.ENSP00000254286,9606.ENSP00000257264,9606.ENSP00000258145,9606.ENSP00000258418,9606.ENSP00000260118,9606.ENSP00000260356,9606.ENSP00000261416,9606.ENSP00000262193,9606.ENSP00000262428,9606.ENSP00000262455,9606.ENSP00000262776,9606.ENSP00000264595,9606.ENSP00000264639,9606.ENSP00000266085,9606.ENSP00000268695,9606.ENSP00000271308,9606.ENSP00000271638,9606.ENSP00000273784,9606.ENSP00000284719,9606.ENSP00000284981,9606.ENSP00000286788,9606.ENSP00000290158,9606.ENSP00000291565,9606.ENSP00000291568,9606.ENSP00000294742,9606.ENSP00000295777,9606.ENSP00000296370,9606.ENSP00000297258,9606.ENSP00000299300,9606.ENSP00000302728,9606.ENSP00000302886,9606.ENSP00000306920,9606.ENSP00000307674,9606.ENSP00000307940,9606.ENSP00000308938,9606.ENSP00000309474,9606.ENSP00000310129,9606.ENSP00000320171,9606.ENSP00000321584,9606.ENSP00000331831,9606.ENSP00000333664,9606.ENSP00000335153,9606.ENSP00000339001,9606.ENSP00000339063,9606.ENSP00000340648,9606.ENSP00000341289,9606.ENSP00000342026,9606.ENSP00000342082,9606.ENSP00000344829,9606.ENSP00000345347,9606.ENSP00000346032,9606.ENSP00000346437,9606.ENSP00000347872,9606.ENSP00000348965,9606.ENSP00000349687,9606.ENSP00000351777,9606.ENSP00000352257,9606.ENSP00000353025,9606.ENSP00000354532,9606.ENSP00000355011,9606.ENSP00000356056,9606.ENSP00000356574,9606.ENSP00000356771,9606.ENSP00000358045,9606.ENSP00000359540,9606.ENSP00000359991,9606.ENSP00000360609,9606.ENSP00000360635,9606.ENSP00000361562,9606.ENSP00000361883,9606.ENSP00000362108,9606.ENSP00000363603,9606.ENSP00000364782,9606.ENSP00000367220,9606.ENSP00000368646,9606.ENSP00000368920,9606.ENSP00000369081,9606.ENSP00000369538,9606.ENSP00000370115,9606.ENSP00000371193,9606.ENSP00000371393,9606.ENSP00000375978,9606.ENSP00000376886,9606.ENSP00000377508,9606.ENSP00000377696,9606.ENSP00000377941,9606.ENSP00000378731,9606.ENSP00000381607,9606.ENSP00000386284,9606.ENSP00000390265,9606.ENSP00000395473,9606.ENSP00000396937,9606.ENSP00000401508,9606.ENSP00000405573,9606.ENSP00000411613,9606.ENSP00000418695,9606.ENSP00000419425,9606.ENSP00000426455,9606.ENSP00000429150,9606.ENSP00000435289,9606.ENSP00000437125,9606.ENSP00000438399,9606.ENSP00000442318,9606.ENSP00000451206,9606.ENSP00000466259,9606.ENSP00000473631,9606.ENSP00000475750,9606.ENSP00000481029,9606.ENSP00000481038,9606.ENSP00000487444,9606.ENSP00000488437,9606.ENSP00000494040,9606.ENSP00000496166	FUCA2,GRN,VCL,MIF,MAPK1,ARSA,PYGL,PYGB,CTSZ,TIMP1,GLA,OLFM4,PSMD7,CTSH,TGFB1,PSMA2,CTSC,MAPK14,LTF,C3,ACTN4,ACTR10,TCN1,GNS,CAB39,GGH,THBS1,HEXB,PSMB1,COTL1,ERP44,LGALS3BP,AGA,PSMD3,TIMP3,GALNS,PSMA5,S100A11,AHSG,OLA1,APP,CCT8,KPNB1,PDXK,CSTB,ARPC5,SERPINI1,S100P,FABP5,CCT2,GUSB,PA2G4,GLB1,CANT1,EEF2,PLG,PSMD1,PSMD2,PKM,IMPDH2,GAS6,ACAA1,HSP90AA1,TUBB,EEF1A1,HUWE1,TUBB4B,PRDX6,SLPI,QPCT,HMGB1,ANXA2,ATG7,VAT1,DYNC1H1,GM2A,VCP,XRCC6,FAM3C,PNP,ILF2,DYNLT1,QSOX1,F5,ECM1,CREG1,PGAM1,HSP90AB1,DPP7,CTSA,CAP1,LCN2,FUCA1,NEU1,ACTR2,PRDX4,NHLRC3,TXNDC5,GDI2,SERPINB1,CPPED1,PGM2,XRCC5,NME2,JUP,NIT2,ACTN1,ALDOC,GSTP1,ALAD,IDH1,MAN2B1,PSMD13,NAPRT,GPI,AOC1,PSMD6,PPIA,RNASET2,FAM49B,PAFAH1B2,HSPA8,IST1,CAND1,NPC2,ACLY,DNAJC3,HEBP2,PSMC3,CYFIP1,SPTAN1,PRSS2,DDX3X,ALDOA
GO:0030863	Cortical cytoskeleton	25	1.45852	bottom	1.99e-05	ks	9606.ENSP00000211998,9606.ENSP00000216181,9606.ENSP00000219150,9606.ENSP00000246069,9606.ENSP00000252699,9606.ENSP00000254770,9606.ENSP00000262428,9606.ENSP00000268182,9606.ENSP00000336831,9606.ENSP00000338934,9606.ENSP00000339063,9606.ENSP00000349259,9606.ENSP00000354947,9606.ENSP00000355124,9606.ENSP00000357110,9606.ENSP00000361883,9606.ENSP00000364721,9606.ENSP00000367220,9606.ENSP00000377298,9606.ENSP00000377941,9606.ENSP00000401010,9606.ENSP00000427687,9606.ENSP00000487444,9606.ENSP00000494125,9606.ENSP00000494750	VCL,MYH9,CORO1A,DSTN,ACTN4,LANCL2,COTL1,IQGAP1,PLS1,EZR,EEF1A1,SPTBN1,CAPZA2,KRT19,EPB41L2,CAP1,MAPRE1,ACTR2,NUMA1,ACTN1,CAPZB,WDR1,SPTAN1,TPM4,ACTB
GO:0030864	Cortical actin cytoskeleton	18	1.80149	bottom	2.22e-05	afc	9606.ENSP00000211998,9606.ENSP00000216181,9606.ENSP00000219150,9606.ENSP00000246069,9606.ENSP00000252699,9606.ENSP00000254770,9606.ENSP00000262428,9606.ENSP00000268182,9606.ENSP00000336831,9606.ENSP00000339063,9606.ENSP00000349259,9606.ENSP00000355124,9606.ENSP00000357110,9606.ENSP00000361883,9606.ENSP00000367220,9606.ENSP00000377941,9606.ENSP00000427687,9606.ENSP00000487444	VCL,MYH9,CORO1A,DSTN,ACTN4,LANCL2,COTL1,IQGAP1,PLS1,EEF1A1,SPTBN1,KRT19,EPB41L2,CAP1,ACTR2,ACTN1,WDR1,SPTAN1
GO:1904813	ficolin-1-rich granule lumen	69	0.488711	bottom	0.00033	ks	9606.ENSP00000211998,9606.ENSP00000215754,9606.ENSP00000215832,9606.ENSP00000216392,9606.ENSP00000217131,9606.ENSP00000219313,9606.ENSP00000220166,9606.ENSP00000223321,9606.ENSP00000228740,9606.ENSP00000229795,9606.ENSP00000252244,9606.ENSP00000254286,9606.ENSP00000258145,9606.ENSP00000258418,9606.ENSP00000262193,9606.ENSP00000262428,9606.ENSP00000264639,9606.ENSP00000271308,9606.ENSP00000286788,9606.ENSP00000290158,9606.ENSP00000291568,9606.ENSP00000294742,9606.ENSP00000296456,9606.ENSP00000302728,9606.ENSP00000306920,9606.ENSP00000307674,9606.ENSP00000307940,9606.ENSP00000310129,9606.ENSP00000320171,9606.ENSP00000321584,9606.ENSP00000335153,9606.ENSP00000339063,9606.ENSP00000340648,9606.ENSP00000344829,9606.ENSP00000345347,9606.ENSP00000345672,9606.ENSP00000346437,9606.ENSP00000351777,9606.ENSP00000352257,9606.ENSP00000354532,9606.ENSP00000355011,9606.ENSP00000356056,9606.ENSP00000357981,9606.ENSP00000359991,9606.ENSP00000360609,9606.ENSP00000364802,9606.ENSP00000367220,9606.ENSP00000368646,9606.ENSP00000371152,9606.ENSP00000371393,9606.ENSP00000376886,9606.ENSP00000377508,9606.ENSP00000378731,9606.ENSP00000381448,9606.ENSP00000381607,9606.ENSP00000386284,9606.ENSP00000390265,9606.ENSP00000396937,9606.ENSP00000405573,9606.ENSP00000418695,9606.ENSP00000419425,9606.ENSP00000431984,9606.ENSP00000435289,9606.ENSP00000437125,9606.ENSP00000442318,9606.ENSP00000466259,9606.ENSP00000481029,9606.ENSP00000494040,9606.ENSP00000496166	VCL,MIF,MAPK1,PYGL,CTSZ,PSMD7,CTSH,PSMA2,LTA4H,MAPK14,KRT1,ACTR10,GNS,CAB39,PSMB1,COTL1,PSMD3,PSMA5,CCT8,KPNB1,CSTB,ARPC5,APEH,GUSB,GLB1,CANT1,EEF2,PSMD2,PKM,IMPDH2,HSP90AA1,EEF1A1,HUWE1,QPCT,HMGB1,CTSB,ATG7,VCP,XRCC6,PNP,ILF2,DYNLT1,CTSS,PGAM1,HSP90AB1,HSPA1A,ACTR2,PRDX4,ASAH1,PGM2,NME2,JUP,ALDOC,CST3,GSTP1,ALAD,IDH1,PSMD13,GPI,PSMD6,PPIA,CAPN1,PAFAH1B2,HSPA8,CAND1,ACLY,PSMC3,DDX3X,ALDOA
GO:0005775	Vacuolar lumen	82	0.217392	bottom	0.00058	ks	9606.ENSP00000002165,9606.ENSP00000053867,9606.ENSP00000199448,9606.ENSP00000215832,9606.ENSP00000215838,9606.ENSP00000216124,9606.ENSP00000216962,9606.ENSP00000218516,9606.ENSP00000225927,9606.ENSP00000227266,9606.ENSP00000245907,9606.ENSP00000247933,9606.ENSP00000254286,9606.ENSP00000258145,9606.ENSP00000259470,9606.ENSP00000260118,9606.ENSP00000261416,9606.ENSP00000264039,9606.ENSP00000264595,9606.ENSP00000268695,9606.ENSP00000280800,9606.ENSP00000286788,9606.ENSP00000297258,9606.ENSP00000299300,9606.ENSP00000299427,9606.ENSP00000302728,9606.ENSP00000302886,9606.ENSP00000305692,9606.ENSP00000306920,9606.ENSP00000309474,9606.ENSP00000310832,9606.ENSP00000314508,9606.ENSP00000314606,9606.ENSP00000335153,9606.ENSP00000337354,9606.ENSP00000339001,9606.ENSP00000340409,9606.ENSP00000341289,9606.ENSP00000342026,9606.ENSP00000345672,9606.ENSP00000346032,9606.ENSP00000347872,9606.ENSP00000348965,9606.ENSP00000349687,9606.ENSP00000351777,9606.ENSP00000354608,9606.ENSP00000357981,9606.ENSP00000359540,9606.ENSP00000360635,9606.ENSP00000361562,9606.ENSP00000361818,9606.ENSP00000361883,9606.ENSP00000363603,9606.ENSP00000363827,9606.ENSP00000364782,9606.ENSP00000367220,9606.ENSP00000368678,9606.ENSP00000368920,9606.ENSP00000369081,9606.ENSP00000369538,9606.ENSP00000370542,9606.ENSP00000371152,9606.ENSP00000371193,9606.ENSP00000376911,9606.ENSP00000378394,9606.ENSP00000384886,9606.ENSP00000395473,9606.ENSP00000398722,9606.ENSP00000401508,9606.ENSP00000408411,9606.ENSP00000426455,9606.ENSP00000437125,9606.ENSP00000438399,9606.ENSP00000451206,9606.ENSP00000455114,9606.ENSP00000466259,9606.ENSP00000473631,9606.ENSP00000475750,9606.ENSP00000488437,9606.ENSP00000493153,9606.ENSP00000495247,9606.ENSP00000498772	FUCA2,GRN,EPDR1,MAPK1,TCN2,ARSA,PYGB,GLA,NAGLU,CTSC,C3,IDUA,ACTR10,GNS,CTSV,GGH,HEXB,GPC1,AGA,GALNS,PLBD2,CCT8,FABP5,CCT2,TPP1,GUSB,PA2G4,GAA,GLB1,PSMD1,CTSF,GBA,SGSH,HSP90AA1,LIPA,TUBB,SMPD1,TUBB4B,PRDX6,CTSB,ANXA2,VAT1,DYNC1H1,GM2A,VCP,PPT2,CTSS,CREG1,DPP7,CTSA,SDC4,CAP1,FUCA1,HSPG2,NEU1,ACTR2,AGRN,NHLRC3,TXNDC5,GDI2,SDC1,ASAH1,CPPED1,LGMN,PSAP,IFI30,MAN2B1,CHID1,NAPRT,LAMP2,RNASET2,HSPA8,IST1,NPC2,HEXA,ACLY,DNAJC3,HEBP2,PRSS2,PPT1,MANBA,CLN5
GO:0042470	Melanosome	43	0.670653	bottom	0.00058	ks	9606.ENSP00000217426,9606.ENSP00000247461,9606.ENSP00000254722,9606.ENSP00000260118,9606.ENSP00000260447,9606.ENSP00000261735,9606.ENSP00000262646,9606.ENSP00000262746,9606.ENSP00000263867,9606.ENSP00000264335,9606.ENSP00000265062,9606.ENSP00000276390,9606.ENSP00000294785,9606.ENSP00000299427,9606.ENSP00000299767,9606.ENSP00000300026,9606.ENSP00000300289,9606.ENSP00000304592,9606.ENSP00000324173,9606.ENSP00000327801,9606.ENSP00000333298,9606.ENSP00000335153,9606.ENSP00000340466,9606.ENSP00000345672,9606.ENSP00000346032,9606.ENSP00000346762,9606.ENSP00000348461,9606.ENSP00000360609,9606.ENSP00000361930,9606.ENSP00000367123,9606.ENSP00000376197,9606.ENSP00000377470,9606.ENSP00000377958,9606.ENSP00000379287,9606.ENSP00000385385,9606.ENSP00000387286,9606.ENSP00000411825,9606.ENSP00000437125,9606.ENSP00000438248,9606.ENSP00000446215,9606.ENSP00000477538,9606.ENSP00000479606,9606.ENSP00000499129	AHCY,CANX,SERPINF1,GGH,GCHFR,ERP29,RAB2A,PRDX1,CAPG,YWHAE,RAB7A,ATP6V1B2,NCSTN,TPP1,HSP90B1,PPIB,PDIA3,FASN,HSPA5,P4HB,LAMP1,HSP90AA1,GANAB,CTSB,ANXA2,SND1,RAC1,HSP90AB1,YWHAB,SLC3A2,TFRC,CNP,CCT4,YWHAZ,PDIA6,RAB1A,PDCD6IP,HSPA8,CALU,RAN,NAP1L1,CLTC,PDIA4
GO:0005839	Proteasome core complex	10	9.44834	top	0.0012	afc	9606.ENSP00000044462,9606.ENSP00000216455,9606.ENSP00000223321,9606.ENSP00000261479,9606.ENSP00000262193,9606.ENSP00000270586,9606.ENSP00000271308,9606.ENSP00000359910,9606.ENSP00000414359,9606.ENSP00000483688	PSMA4,PSMA3,PSMA2,PSMA6,PSMB1,PSMB6,PSMA5,PSMA7,PSMA1,PSMB3
GO:0032432	Actin filament bundle	20	1.25847	bottom	0.0012	afc	9606.ENSP00000216181,9606.ENSP00000248444,9606.ENSP00000252699,9606.ENSP00000336831,9606.ENSP00000340211,9606.ENSP00000341189,9606.ENSP00000348163,9606.ENSP00000351022,9606.ENSP00000358866,9606.ENSP00000377941,9606.ENSP00000381581,9606.ENSP00000391249,9606.ENSP00000413507,9606.ENSP00000420213,9606.ENSP00000422896,9606.ENSP00000464359,9606.ENSP00000491657,9606.ENSP00000493594,9606.ENSP00000494125,9606.ENSP00000498577	MYH9,VIL1,ACTN4,PLS1,CORO1B,PTK2,PLS3,TPM1,FLNA,ACTN1,LCP1,SEPTIN9,SEPTIN7,FLNB,SEPTIN11,MYL12A,LPP,MYH14,TPM4,TPM3
GO:0101002	ficolin-1-rich granule	84	0.379646	bottom	0.0014	ks	9606.ENSP00000211998,9606.ENSP00000215754,9606.ENSP00000215832,9606.ENSP00000216392,9606.ENSP00000217131,9606.ENSP00000219313,9606.ENSP00000220166,9606.ENSP00000223321,9606.ENSP00000228740,9606.ENSP00000229795,9606.ENSP00000249923,9606.ENSP00000252244,9606.ENSP00000254286,9606.ENSP00000254301,9606.ENSP00000258145,9606.ENSP00000258418,9606.ENSP00000262193,9606.ENSP00000262428,9606.ENSP00000264639,9606.ENSP00000271308,9606.ENSP00000273130,9606.ENSP00000286788,9606.ENSP00000290158,9606.ENSP00000291568,9606.ENSP00000294742,9606.ENSP00000296456,9606.ENSP00000302728,9606.ENSP00000305692,9606.ENSP00000306920,9606.ENSP00000307674,9606.ENSP00000307940,9606.ENSP00000310129,9606.ENSP00000320171,9606.ENSP00000321584,9606.ENSP00000327694,9606.ENSP00000333298,9606.ENSP00000335153,9606.ENSP00000339063,9606.ENSP00000340648,9606.ENSP00000344829,9606.ENSP00000345347,9606.ENSP00000345672,9606.ENSP00000346437,9606.ENSP00000348461,9606.ENSP00000351777,9606.ENSP00000352257,9606.ENSP00000354532,9606.ENSP00000355011,9606.ENSP00000356056,9606.ENSP00000357981,9606.ENSP00000359991,9606.ENSP00000360609,9606.ENSP00000364403,9606.ENSP00000364802,9606.ENSP00000367220,9606.ENSP00000368646,9606.ENSP00000369129,9606.ENSP00000371152,9606.ENSP00000371393,9606.ENSP00000373706,9606.ENSP00000376886,9606.ENSP00000377055,9606.ENSP00000377508,9606.ENSP00000378731,9606.ENSP00000381448,9606.ENSP00000381607,9606.ENSP00000386284,9606.ENSP00000390265,9606.ENSP00000396937,9606.ENSP00000400175,9606.ENSP00000405573,9606.ENSP00000408411,9606.ENSP00000418695,9606.ENSP00000419425,9606.ENSP00000431984,9606.ENSP00000435289,9606.ENSP00000437125,9606.ENSP00000442318,9606.ENSP00000466259,9606.ENSP00000481029,9606.ENSP00000484343,9606.ENSP00000490083,9606.ENSP00000494040,9606.ENSP00000496166	VCL,MIF,MAPK1,PYGL,CTSZ,PSMD7,CTSH,PSMA2,LTA4H,MAPK14,COPB1,KRT1,ACTR10,LGALS3,GNS,CAB39,PSMB1,COTL1,PSMD3,PSMA5,DYNC1LI1,CCT8,KPNB1,CSTB,ARPC5,APEH,GUSB,GAA,GLB1,CANT1,EEF2,PSMD2,PKM,IMPDH2,AP2A2,LAMP1,HSP90AA1,EEF1A1,HUWE1,QPCT,HMGB1,CTSB,ATG7,RAC1,VCP,XRCC6,PNP,ILF2,DYNLT1,CTSS,PGAM1,HSP90AB1,UBR4,HSPA1A,ACTR2,PRDX4,DSP,ASAH1,PGM2,DIAPH1,NME2,PRCP,JUP,ALDOC,CST3,GSTP1,ALAD,IDH1,PSMD13,RHOA,GPI,LAMP2,PSMD6,PPIA,CAPN1,PAFAH1B2,HSPA8,CAND1,ACLY,PSMC3,SERPINB6,ATP6AP2,DDX3X,ALDOA
